,News_Heading,Duration,Views,Upload_Datetime,Days_from_upload,Clean_views,Views_per_day
717,Reports: Israel may have to throw away nearly a million COVID-19 vaccines | Latest World News | WION,3:43,570K,11 months ago,330,570000.0,1727.0
718,Gravitas: China's batwoman goes 'missing',5:35,570K,2 years ago,720,570000.0,792.0
719,Pakistan PM Imran Khan overseeing fighter jets turns into a meme game | World English News | WION,1:34,570K,3 months ago,90,570000.0,6333.0
720,Gravitas: Decoding the bouncing oil prices,4:30,569K,3 months ago,90,569000.0,6322.0
721,Gravitas: Donbas rebel republics to join Russia?,5:50,569K,2 months ago,60,569000.0,9483.0
722,"Meet Grace, the healthcare robot COVID-19 created | Celebrity Humanoid Robot Sophia | Robot Nurse",6:05,567K,1 year ago,360,567000.0,1575.0
723,Gravitas LIVE with Palki Sharma Upadhyay | Zelensky asks US congress for more weapons | WION,48:13,567K,Streamed 3 months ago,90,567000.0,6300.0
724,Gravitas: Will Russia invade Finland next?,6:39,567K,1 month ago,30,567000.0,18900.0
725,Gravitas: Pakistan's I&B Minister blames WION for #SanctionPakistan trend,2:38,567K,10 months ago,300,567000.0,1890.0
726,Gravitas: Pakistan gets $8 billion bailout from Saudi Arabia,5:04,566K,1 month ago,30,566000.0,18867.0
727,Iran flexing its muscles in Azerbaijan border | English News | World News | WION,4:15,566K,8 months ago,240,566000.0,2358.0
728,Gravitas: Wuhan virus made in lab? Chinese virologist has 'proof',3:19,564K,1 year ago,360,564000.0,1567.0
729,Gravitas: Unrest & Riots grip South Africa,6:21,564K,11 months ago,330,564000.0,1709.0
730,World's largest aircraft feared destroyed by Russian strikes in Ukraine | Antonov AN-225 | WION News,2:17,563K,3 months ago,90,563000.0,6256.0
731,Gravitas LIVE: Russia using food as weapon? | Who is hoarding the world's food? | Palki Sharma,41:37,565K,Streamed 1 month ago,30,565000.0,18833.0
732,Gravitas: Suez Canal Blockage is costing $400 million an hour,4:38,561K,1 year ago,360,561000.0,1558.0
733,Ukraine under attack: Russia intensifies attack in Kyiv region | Russia-Ukraine Conflict | WION,8:43,561K,3 months ago,90,561000.0,6233.0
734,Kabul’s Hamid Karzai International Airport (HKIA) reopens for evacuations | Afghanistan | Taliban,1:49,561K,10 months ago,300,561000.0,1870.0
735,Russia-Ukraine Conflict: Satellite images show Russian forces inch closer to capital Kyiv,3:49,561K,3 months ago,90,561000.0,6233.0
736,Gravitas: Russia's Ukraine invasion: How Ukrainians are fighting back,4:18,560K,3 months ago,90,560000.0,6222.0
737,Gravitas: Have 'muddy roads' slowed Russian troops?,3:57,558K,3 months ago,90,558000.0,6200.0
738,Gravitas: India enters the UN Security Council,5:12,558K,1 year ago,360,558000.0,1550.0
739,WION Global Summit 2021|Peace deals & the shifting sands of West Asia|The Post-Pandemic world order,2:10:00,557K,Streamed 1 year ago,360,557000.0,1547.0
740,"All Russian banks, payment cards and ATMs blocked; Sanctions take a toll on Russians abroad | WION",3:11,556K,3 months ago,90,556000.0,6178.0
741,Gravitas: Chinese warships near Alaska,5:14,556K,9 months ago,270,556000.0,2059.0
742,Gravitas: Did America block transfer of fighter jets to Ukraine?,5:24,555K,3 months ago,90,555000.0,6167.0
743,Gravitas: A royal disaster: William & Kate in the Caribbean,5:39,555K,2 months ago,60,555000.0,9250.0
744,Gravitas: Germany deploys warship to South China Sea,4:25,554K,10 months ago,300,554000.0,1847.0
745,"Gravitas LIVE | Ukraine under attack: Day 5 | Intense shelling in Kharkiv, Putin wields nukes | WION",45:04,554K,Streamed 3 months ago,90,554000.0,6156.0
746,Gravitas: Canada's Freedom Convoy grows in strength,4:13,553K,4 months ago,120,553000.0,4608.0
747,US sends navy ships to South China sea amid rising tensions with China | World News,1:43,553K,1 year ago,360,553000.0,1536.0
748,Gravitas: Why Putin wants India in his corner,5:42,553K,6 months ago,180,553000.0,3072.0
749,"Gravitas: China's batwoman resurfaces, breaks silence on Coronavirus",5:00,552K,2 years ago,720,552000.0,767.0
750,"What are Electromagnetic Pulse weapons, how do they work? | EMPs: Non-lethal, but hyper-destructive",3:25,556K,6 months ago,180,556000.0,3089.0
751,Gravitas Live with Palki Sharma | India enters south China Sea Theatre | Brahmos for Vietnam?,49:30,573K,Streamed 13 days ago,13,573000.0,44077.0
752,Gravitas: Anti-China Clamor In The Philippines | Manila | World News,3:25,552K,1 year ago,360,552000.0,1533.0
753,Gravitas: S. Jaishankar takes on every criticism,6:17,552K,1 year ago,360,552000.0,1533.0
754,"Gravitas: Beijing wants to take Evergrande apart, foreign investors are losing cash",7:54,551K,7 months ago,210,551000.0,2624.0
755,India: Kashmir enters an era of Tourism boom | Indian Army helps boost Kashmir tourism | WION,4:23,551K,1 month ago,30,551000.0,18367.0
756,Gravitas: India's clear message to China: Can't be business as usual with Beijing,4:57,551K,1 year ago,360,551000.0,1531.0
757,US Vice President Kamala Harris visits Warsaw as the US deploys missile system to Poland | WION,2:50,550K,3 months ago,90,550000.0,6111.0
758,Donald Trump asks Vladimir Putin for a political favor | International Top News Headlines | WION,2:00,550K,2 months ago,60,550000.0,9167.0
759,Gravitas: Will China change its eating habits? | Wuhan Coronavirus,4:27,550K,2 years ago,720,550000.0,764.0
760,Gravitas: Is China sending mystery seeds to countries?,5:08,550K,1 year ago,360,550000.0,1528.0
761,Russia-Ukraine Conflict: Ukrainian govt launches cyber spying mission against Russian troops | WION,7:05,550K,3 months ago,90,550000.0,6111.0
762,Gravitas Plus: Is lab food the future?,8:55,550K,7 months ago,210,550000.0,2619.0
763,Saudi Arabian man crashes car into gates of Mecca’s Grand Mosque,1:57,549K,1 year ago,360,549000.0,1525.0
764,"Russia-Ukraine crisis: 'It was a premeditated attack, Russia will bear consequences,' says Joe Biden",22:56,549K,3 months ago,90,549000.0,6100.0
765,Gravitas: These robots can produce babies | 'Xenobots' capable of 'self-replicating',7:39,549K,6 months ago,180,549000.0,3050.0
766,Aircraft from Qatar carrying technical team lands in Kabul| US Exits Afghanistan | WION English News,1:58,548K,9 months ago,270,548000.0,2030.0
767,Champions Trophy 2017 Final: Pakistan stun India - Review (WION Sports),14:17,548K,5 years ago,1800,548000.0,304.0
768,"China's strict 'Zero Covid Policy' backfires, record surge in Covid cases in Shanghai | WION",10:34,547K,2 months ago,60,547000.0,9117.0
769,Gravitas: Pak 'hopes' Taliban will help capture Kashmir,5:34,547K,9 months ago,270,547000.0,2026.0
770,Gravitas: Delta Variant breaches China's virus defences,4:51,545K,10 months ago,300,545000.0,1817.0
771,"Berlin to pay for gas supplies in Euros; 'No change for EU,' Putin tells Scholz | World News | WION",2:09,544K,2 months ago,60,544000.0,9067.0
772,W.H.O. to conduct historic drug trial to fight COVID-19 | Coronavirus vaccine | World News,2:12,544K,2 years ago,720,544000.0,756.0
773,Intel reports: Wagner mercenaries in Kyiv with orders to kill Ukrainian President Zelensky | WION,2:37,544K,3 months ago,90,544000.0,6044.0
774,Gravitas Plus: 6 Trends that will rule 2021,7:49,544K,1 year ago,360,544000.0,1511.0
775,Gravitas: China is preparing 4 military campaigns to take Taiwan,6:06,544K,8 months ago,240,544000.0,2267.0
776,Gravitas Plus: Uniform Civil Code: Is India ready?,9:30,546K,2 weeks ago,14,546000.0,39000.0
777,Gravitas: India: The World's Vaccine Producer,4:08,544K,1 year ago,360,544000.0,1511.0
778,Gravitas: Russia flaunts nuclear arsenal on Victory Day,8:23,542K,1 month ago,30,542000.0,18067.0
779,Gravitas: Ukraine invasion: How China is benefitting,3:42,542K,3 months ago,90,542000.0,6022.0
780,Gravitas: France tells citizens to leave Pakistan,3:36,541K,1 year ago,360,541000.0,1503.0
781,"Gravitas: China threatens India with advanced weapons, but how good are Chinese weapons?",4:56,542K,6 months ago,180,542000.0,3011.0
782,Gravitas US Edition LIVE | Evergrande misses payment: Is china covering up a financial crisis?,46:51,541K,Streamed 8 months ago,240,541000.0,2254.0
783,Gravitas: Why are Sweden-China ties turning hostile?,3:15,540K,2 years ago,720,540000.0,750.0
784,Gravitas: 'Be Ready' says TTP to Pak Govt as it abandons 'ceasefire deal',4:59,540K,6 months ago,180,540000.0,3000.0
785,"Gravitas: What is China's strategy to ""invade"" Taiwan?",6:38,540K,4 months ago,120,540000.0,4500.0
786,Reports: US & Japan planning 'Attack Base' in Taiwan against possible attacks from China | WION,1:38,540K,5 months ago,150,540000.0,3600.0
787,"Iran: Alcohol wrongly touted as COVID-19 cure, killed 480 | Coronavirus Alert | World News",2:35,540K,2 years ago,720,540000.0,750.0
788,"France: Priest attacked in Lyon, attacker flees after shooting",21:34,540K,1 year ago,360,540000.0,1500.0
789,Breaking: Trump launches military strike against Syria,2:43,539K,5 years ago,1800,539000.0,299.0
790,War between Wars: Tensions between Iran and Israel intensifies | Latest English News | WION,2:33,539K,3 months ago,90,539000.0,5989.0
791,Gravitas: Turkey cuts off water supplies to Chinese embassy,4:26,536K,1 year ago,360,536000.0,1489.0
792,Gravitas: Israel vows to continue striking Hamas,7:14,536K,1 year ago,360,536000.0,1489.0
793,Gravitas: Is the Chinese military planning to enter Afghanistan?,6:21,536K,10 months ago,300,536000.0,1787.0
794,Russia-Ukraine Conflict: Ukrainian President Zelensky urges Indian PM Modi for political support,1:51,536K,3 months ago,90,536000.0,5956.0
795,Russia-Ukraine Conflict: Kharkiv in Ukraine’s northeast has become a major battleground | WION News,10:06,536K,3 months ago,90,536000.0,5956.0
796,Gravitas: Bill Gates quit Microsoft amid probe into affair with staffer,3:55,535K,1 year ago,360,535000.0,1486.0
797,Gravitas: Why has Macron changed the French Flag?,4:44,534K,7 months ago,210,534000.0,2543.0
798,Gravitas: Chinese citizens are fleeing Xi Jinping's rule,3:56,534K,10 months ago,300,534000.0,1780.0
799,"Gravitas Plus: Dear World, Taiwan needs your support",7:23,534K,1 year ago,360,534000.0,1483.0
800,"Kuleba: Russia 'launched a full-scale invasion' of Ukraine | 7 dead, 9 wounded in Russian shelling",13:16,533K,3 months ago,90,533000.0,5922.0
801,Gravitas: Joe Biden calls Putin a war criminal,5:02,533K,3 months ago,90,533000.0,5922.0
802,Emergency UNSC meeting on Ukraine: Security Council to vote on a resolution condemning Russia | WION,52:13,533K,3 months ago,90,533000.0,5922.0
803,Gravitas: What is Volodymyr Zelensky's strategy?,6:07,532K,3 months ago,90,532000.0,5911.0
804,Gravitas: US warns China against helping Russia,4:26,532K,3 months ago,90,532000.0,5911.0
805,Gravitas: How the world is stepping up their defences against China,4:53,531K,1 year ago,360,531000.0,1475.0
806,Gravitas: New 'Iron Curtain' descends upon Russia,4:47,530K,3 months ago,90,530000.0,5889.0
807,Russia-Ukraine conflict: Finnish President speaks to Russian Prez Vladimir Putin | WION,4:20,530K,1 month ago,30,530000.0,17667.0
808,WION Dispatch: Military-level talks underway in Chushul | India-China standoff,3:39,530K,1 year ago,360,530000.0,1472.0
809,"Israeli agents killed Iran’s top nuclear scientist, Mohsen Fakhrizadeh: Report",3:03,530K,9 months ago,270,530000.0,1963.0
810,Gravitas: US officials knew about China's Wuhan cover-up?,4:15,529K,3 months ago,90,529000.0,5878.0
811,Gravitas: Biden's ratings tank amid Russia tensions,5:08,529K,3 months ago,90,529000.0,5878.0
812,"Gravitas: US, UK & Russia dispatch their spy chiefs to India",6:38,529K,9 months ago,270,529000.0,1959.0
813,"Gravitas: During a pandemic, China flexes military muscle in South China Sea",4:23,528K,2 years ago,720,528000.0,733.0
814,Gravitas: Chinese citizens caught smuggling Ukrainian babies,3:31,528K,3 months ago,90,528000.0,5867.0
815,COVID-19 originated in Wuhan lab? | Wuhan virology lab under scanner | Coronavirus Pandemic,2:22,528K,2 years ago,720,528000.0,733.0
816,Gravitas: India-China standoff | The dragon retreats,6:02,528K,2 years ago,720,528000.0,733.0
817,Over 100 people killed in Kabul airport blast just days ahead of August 31 deadline,9:54,528K,9 months ago,270,528000.0,1956.0
818,Chinese virologist Li-Meng Yan speaks to WION's Palki Sharma Upadhyay | Wuhan Whistleblower | WION,28:25,527K,1 year ago,360,527000.0,1464.0
819,Russia-Ukraine Conflict: Battle for Kharkiv rages on with rockets hitting residential areas | WION,7:10,527K,3 months ago,90,527000.0,5856.0
820,"Ambani loses $5.6 Bn in a single day, no more Asia's richest man! | Major News | Latest News",3:08,527K,2 years ago,720,527000.0,732.0
821,Russia-Ukraine Conflict: Kalibr cruise missile launched by Russia | World English News | WION,3:17,527K,3 months ago,90,527000.0,5856.0
822,Taiwan FM says China seems to be preparing for 'final military assault' | Taiwan-China Standoff,3:01,526K,1 year ago,360,526000.0,1461.0
823,Gravitas: The Philippines wants to buy India's Brahmos Missile,4:52,526K,1 year ago,360,526000.0,1461.0
824,Gravitas: China's viral aggression | 10 military moves,5:53,526K,2 years ago,720,526000.0,731.0
825,Gravitas: New Wuhan Virus variant rings alarm bells worldwide,6:27,526K,6 months ago,180,526000.0,2922.0
826,Another embarrassment for Pakistan: Japan advises Pak to put of visit,6:31,526K,3 years ago,1080,526000.0,487.0
827,Gravitas Plus: India's role in the new global framework,9:33,526K,1 year ago,360,526000.0,1461.0
828,Gravitas: China moves 100 rocket launchers to India border,5:09,525K,7 months ago,210,525000.0,2500.0
829,Gravitas: Human trash found on Mars,3:09,552K,6 days ago,6,552000.0,92000.0
830,Zelenskyy warns of attack on NATO soil after Russian airstrike | World English News | WION,6:42,525K,3 months ago,90,525000.0,5833.0
831,Quad divided over response on Russian invasion of Ukraine? India rejects Kyiv on Quad agenda | WION,2:30,524K,3 months ago,90,524000.0,5822.0
832,"Ukraine Conflict: Support pours in from US, India Germany among others | World English News | WION",6:22,523K,4 months ago,120,523000.0,4358.0
833,‘Volodymyr Zelensky is in Kyiv’: Ukraine President clarifies after Russia’s claim of fleeing country,5:45,523K,3 months ago,90,523000.0,5811.0
834,Gravitas: Vatican's most powerful office stripped of its financial assets,3:34,523K,1 year ago,360,523000.0,1453.0
835,"Gravitas Ukraine Direct | Putin, Xi join forces against NATO | China's 'Genocide Games' kick off",41:49,522K,Streamed 4 months ago,120,522000.0,4350.0
836,"US Troop withdrawal starts, last 1000 civilians to be airlifted | Latest World English News | WION",5:34,522K,9 months ago,270,522000.0,1933.0
837,Independence day turned into national shame for Pakistan | Latest English News | World | WION,2:50,522K,10 months ago,300,522000.0,1740.0
838,Gravitas: China provokes border skirmish in Sikkim,5:46,522K,2 years ago,720,522000.0,725.0
839,Who killed Indian singer Sidhu Moose Wala & why? | WION Originals,1:06,522K,3 weeks ago,21,522000.0,24857.0
840,Russia-Ukraine conflict | Kyiv: Heavy fighting in east Ukraine | International News | WION,4:42,521K,3 months ago,90,521000.0,5789.0
841,"Afghanistan Turmoil: US, UK and Canada send troops to Kabul | Latest World English News | WION",11:42,521K,10 months ago,300,521000.0,1737.0
842,Gravitas: A NASA spacecraft has reached the sun,4:59,521K,6 months ago,180,521000.0,2894.0
843,Gravitas: Why is U.S. not talking about human rights violations at home?,6:33,520K,2 months ago,60,520000.0,8667.0
844,"Astroworld Festival Tragedy: Indian student Bharti Shahani, declared brain dead | Travis Scott",1:48,519K,7 months ago,210,519000.0,2471.0
845,Gravitas: Why is Imran Khan complaining about his salary,4:48,519K,2 years ago,720,519000.0,721.0
846,Gravitas: Nestle's long-list of unhealthy food products,5:33,519K,1 year ago,360,519000.0,1442.0
847,Gravitas: China's volcano of social unrest: Two videos that show fate of critics | WION,6:00,519K,1 year ago,360,519000.0,1442.0
848,Russian forces advance towards Kyiv from 3 different directions | World English News | WION,4:22,519K,3 months ago,90,519000.0,5767.0
849,2021: The Great Fall Of China? | WION Wideangle,25:42,518K,5 months ago,150,518000.0,3453.0
850,Gravitas: Russia-India trade in Rupees?,5:00,537K,6 days ago,6,537000.0,89500.0
851,Gravitas: More than two million companies 'shut down' in China,3:31,518K,1 year ago,360,518000.0,1439.0
852,"Indian Govt amidst legal battle over privacy says, ""WhatsApp users in India will not be affected""",2:14,518K,1 year ago,360,518000.0,1439.0
853,Gravitas: China's explanation for skipping COP26,5:34,517K,7 months ago,210,517000.0,2462.0
854,Russia starts supplying it's most advanced long ranges missile system to India | S-400 | WION,1:46,517K,7 months ago,210,517000.0,2462.0
855,Russia ready to deliver MiG-29 and Sukhoi Su-30MKI fighter jets to India,2:15,517K,2 years ago,720,517000.0,718.0
856,Gravitas Plus: US is among the worst countries for racial equality,8:46,516K,1 year ago,360,516000.0,1433.0
857,Gravitas: Desperate Pakistan raises $1 billion at record interest,4:12,516K,4 months ago,120,516000.0,4300.0
858,Russia Ukraine War: Russia sanctions 313 Canadians including PM Trudeau | World News | WION,4:22,516K,3 months ago,90,516000.0,5733.0
859,"Afghan special forces, Taliban clashes in Herat | Afghanistan | WION Ground report | English News",9:26,515K,10 months ago,300,515000.0,1717.0
860,Gravitas: Is China the new Omicron hotspot?,6:29,515K,5 months ago,150,515000.0,3433.0
861,"Meet Boji, the dog, a regular commuter on ferries, buses, metro trains in Istanbul | Latest News",2:16,514K,8 months ago,240,514000.0,2142.0
862,Gravitas: Indian warships sail to Saudi Arabia,5:07,514K,1 month ago,30,514000.0,17133.0
863,Expert warns of 3rd COVID wave in UK | England | Coronavirus update | Pandemic | Latest English News,3:30,513K,1 year ago,360,513000.0,1425.0
864,Coronavirus: India gets 'faulty' testing kits from China | Gravitas,6:32,512K,2 years ago,720,512000.0,711.0
865,Kim Jong Un's latest pics spark rumours | Kim Jong Un | North Korea,3:37,512K,2 years ago,720,512000.0,711.0
866,Gravitas: Stakeholders in 5 countries say 'Make China Pay' | Coronavirus,6:26,512K,2 years ago,720,512000.0,711.0
867,Gravitas: Leaked paper hints at Russia's economic collapse,5:15,512K,1 month ago,30,512000.0,17067.0
868,Gravitas | Revealed: India's secret maritime deals with Sri Lanka,4:49,512K,2 months ago,60,512000.0,8533.0
869,Pakistan: Maryam Sharif takes jibe at Imran Khan's former wife Jemima Goldsmith | English News,3:30,512K,11 months ago,330,512000.0,1552.0
870,Indian PM Modi to hold Cabinet security meet over helicopter crash | CDS Bipin Rawat's Chopper Crash,8:06,511K,6 months ago,180,511000.0,2839.0
871,Russian media: Kremlin ready for talks with Ukraine in Belarus| Russia-Ukraine Conflict | World News,2:32,511K,3 months ago,90,511000.0,5678.0
872,Gravitas: Chinese vaccines are facing global scrutiny,5:06,510K,1 year ago,360,510000.0,1417.0
873,"WION responds to China's ""Seven Sins"" Video",6:42,510K,4 years ago,1440,510000.0,354.0
874,Gravitas: Putin using Syrian fighters to beat Ukraine?,4:49,510K,3 months ago,90,510000.0,5667.0
875,CT 2017: Bangladesh Knock New Zealand Out - Review,13:27,510K,5 years ago,1800,510000.0,283.0
876,Gravitas: Imran Khan 'Will Smithed' by Pak Army Chief?,4:51,510K,2 months ago,60,510000.0,8500.0
877,Suez Canal: US warship passes through Suez canal,1:16,509K,1 year ago,360,509000.0,1414.0
878,Gravitas: NYT misleads readers on Indian strike,5:07,509K,2 months ago,60,509000.0,8483.0
879,Gravitas Live With Palki Sharma Upadhyay | International politics over India's domestic protest,48:37,509K,Streamed 1 year ago,360,509000.0,1414.0
880,Gravitas: Sri Lanka to 'run out of power in 24 hours',4:08,509K,5 months ago,150,509000.0,3393.0
881,Gravitas: How Xi Jinping's plans boomeranged,2:56,508K,1 year ago,360,508000.0,1411.0
882,"Germany leads NATO operation in Lithuania, sends troops | Latest World English News | WION News",2:24,508K,4 months ago,120,508000.0,4233.0
883,Gravitas: The Joke That Is Pakistan's Science & Technology Minister,4:07,508K,2 years ago,720,508000.0,706.0
884,Bangladesh: Rohingya refugees happy with the facilities on Bhasan Char Island| English News,5:47,508K,1 year ago,360,508000.0,1411.0
885,Harry & Meghan tell-all explosive interview with Oprah Winfrey | Meghan girl child | English News,10:21,508K,1 year ago,360,508000.0,1411.0
886,Gravitas: A new infection is spreading from Hong Kong's wet markets,3:05,507K,8 months ago,240,507000.0,2112.0
887,"Ashraf Ghani speaks out after he fled Kabul, 'resigned to prevent bloodshed' | Taliban | Afghanistan",7:34,507K,10 months ago,300,507000.0,1690.0
888,Gravitas: The intensifying India-China border face off decoded,4:58,507K,2 years ago,720,507000.0,704.0
889,Gravitas: Passengers looked on as a woman was raped,6:00,507K,8 months ago,240,507000.0,2112.0
890,Israel carries out strikes in Gaza strip in response to rocket attack | Latest English News | WION,4:21,507K,2 months ago,60,507000.0,8450.0
891,Gravitas: Should India revisit the relevance of reservation?,7:17,507K,7 months ago,210,507000.0,2414.0
892,Gravitas: China escalates threat of Taiwan invasion,8:06,506K,2 weeks ago,14,506000.0,36143.0
893,"Iran, Israel clash yet again, Will the retaliatory attacks lead to a full-blown war | West Asia Post",24:16,510K,10 months ago,300,510000.0,1700.0
894,Thousands protest against Putin in Russia's far east | World News,10:18,506K,1 year ago,360,506000.0,1406.0
895,Gravitas: China announces sale of strategic oil reserves,4:06,505K,9 months ago,270,505000.0,1870.0
896,Gravitas: Chinese choppers spotted near Ladakh,6:48,505K,2 years ago,720,505000.0,701.0
897,"United States, Philippines kick off their largest-ever annual joint military drills | World News",2:42,505K,2 months ago,60,505000.0,8417.0
898,Gravitas: A $8 trillion debt time bomb that China hid,4:41,504K,7 months ago,210,504000.0,2400.0
899,Gravitas Plus | Afghanistan: 5 faces to watch out for,8:41,504K,9 months ago,270,504000.0,1867.0
900,Gravitas: Why Chinese stock markets crashed,3:54,503K,3 months ago,90,503000.0,5589.0
901,Gravitas: Coronavirus Impact? US threatens to block Chinese telecom companies,3:29,503K,2 years ago,720,503000.0,699.0
902,Gravitas: W.H.O'S HYPOCRISY ON NAMING VIRUS VARIANTS,5:20,503K,1 year ago,360,503000.0,1397.0
903,Nepal rejects China's COVID-19 testing kits | Government of Nepal | Coronavirus,2:56,503K,2 years ago,720,503000.0,699.0
904,"Gravitas: Wuhan Coronavirus: China deflects criticism, then preaches Italy | Wuhan Coronavirus",3:44,503K,2 years ago,720,503000.0,699.0
905,"Gravitas: Women in British army battle rape, sexual assault",6:11,503K,7 months ago,210,503000.0,2395.0
906,Anti-vaccination protesters rally across France| Hundreds protest against vaccine mandate| WION News,2:25,503K,5 months ago,150,503000.0,3353.0
907,Russia warned US Navy destroyer amid standoff in the Sea of Japan | WION | Word News,3:44,503K,8 months ago,240,503000.0,2096.0
908,Gravitas: Is a global recession coming?,5:16,507K,9 days ago,9,507000.0,56333.0
909,Ex-Chief of UK's MI6: COVID-19 outbreak is result of escape of a virus from Wuhan lab,1:52,502K,2 years ago,720,502000.0,697.0
910,Gravitas: Denmark prepares to take on Russia,4:53,502K,3 weeks ago,21,502000.0,23905.0
911,Russia threatens legal action if forced into sovereign debt default | Business News | WION,1:31,501K,2 months ago,60,501000.0,8350.0
912,Gravitas Ukraine Direct: Elon Musk shows support to Canadian Truckers,4:21,501K,4 months ago,120,501000.0,4175.0
913,Gravitas: Uproar in Sri Lanka over Chinese project,3:37,500K,1 year ago,360,500000.0,1389.0
914,Russia enlists help of Syrian fighters in Ukraine | Both sides have foreign fighters in the army,1:13,500K,3 months ago,90,500000.0,5556.0
915,Gravitas: Corruption in Xi Jinping's family,5:21,500K,1 year ago,360,500000.0,1389.0
916,"Tanzania rejects Chinese kits after Goat, Sheep tests positive for COVID-19",2:29,498K,2 years ago,720,498000.0,692.0
917,Taliban take control of Afghanistan's presidential capital Kabul | Ashraf Ghani | English News,3:29,498K,10 months ago,300,498000.0,1660.0
918,Gravitas: Macron warns against humiliating Putin,5:41,498K,1 month ago,30,498000.0,16600.0
919,EU's synchronised support for Ukraine: Nations unite in sending arms to Ukraine | English News,6:08,497K,3 months ago,90,497000.0,5522.0
920,Gravitas: Is China running out of food?,6:18,497K,1 year ago,360,497000.0,1381.0
921,China fires 2 missiles in warning to US | South China Sea | US-China | World News,2:14,497K,1 year ago,360,497000.0,1381.0
922,North Korea turns up heat on United States President Joe Biden | Latest World English News Bulletin,5:16,497K,1 year ago,360,497000.0,1381.0
923,"Russia ups its offensive against Ukraine, Kyiv says 'battle for Donbas has begun' | Latest News",3:36,497K,2 months ago,60,497000.0,8283.0
924,Gravitas: Here's what Bill Gates was doing in Islamabad,3:25,497K,4 months ago,120,497000.0,4142.0
925,Myanmar urges India to send back 8 officers | G Parthasarthy | Former Diplomat,10:22,496K,1 year ago,360,496000.0,1378.0
926,"Ukraine war: West has been supplying Ukraine with weapons, says Russia | World News | WION",1:48,496K,1 month ago,30,496000.0,16533.0
927,France asks Arab nations to resist boycott calls | World News | WION News,2:05,495K,1 year ago,360,495000.0,1375.0
928,"Russia-Ukraine Conflict: Indian PM Modi speaks to President Putin, calls for an immediate ceasefire",3:15,495K,3 months ago,90,495000.0,5500.0
929,"Russia-Ukraine War Update: Zelensky says, 'Ukraine must accept it won't join NATO' | World News",6:41,495K,3 months ago,90,495000.0,5500.0
930,Ukraine-Russia Tensions: Is War Imminent? | WION Wideangle,25:23,495K,5 months ago,150,495000.0,3300.0
931,Gravitas| Goof Up: Pakistan diplomats bad-mouth Minister with Mics on,5:54,495K,8 months ago,240,495000.0,2062.0
932,Gravitas: India dropped from the Chabahar Railway Project,4:48,495K,1 year ago,360,495000.0,1375.0
933,"Russian forces crawl closer to Kyiv, Is this renewed effort to capture the capital? | English News",6:44,495K,3 months ago,90,495000.0,5500.0
934,Russian President Vladimir Putin says that the West is trying to cancel Russian culture | WION,2:03,494K,2 months ago,60,494000.0,8233.0
935,Surgical strikes video shows Indian Army take out terror camps in PoK,10:34,494K,3 years ago,1080,494000.0,457.0
936,Trump calls on Biden to resign over unfolding crisis in Afghanistan | Taliban captures Kabul | WION,7:26,494K,10 months ago,300,494000.0,1647.0
937,"Russia-Ukraine conflict: 40 Ukraine soldiers, 10 civilians killed | Latest English News Updates",8:15,493K,3 months ago,90,493000.0,5478.0
938,"Gravitas Plus: This Diwali, declutter your life",7:51,493K,1 year ago,360,493000.0,1369.0
939,Gravitas: How China lost a 'troll-war' on Twitter,3:59,491K,2 years ago,720,491000.0,682.0
940,"Gravitas: After black fungus, cases of ""white fungus"" found in India",3:30,491K,1 year ago,360,491000.0,1364.0
941,Gravitas: Why Joe Biden is no saint,5:55,491K,1 year ago,360,491000.0,1364.0
942,Gravitas: How India did not succumb to Chinese threats,4:25,490K,1 year ago,360,490000.0,1361.0
943,Gravitas: Inside Vladimir Putin's mind,6:00,489K,4 months ago,120,489000.0,4075.0
944,"Gravitas: More than 55,000 people flee, after China lifts Wuhan lockdown",4:53,489K,2 years ago,720,489000.0,679.0
945,Gravitas: US v/s China: America makes 3 big moves against the dragon,4:43,488K,1 year ago,360,488000.0,1356.0
946,"Fields washed away, trees uprooted; first batch of aid arrives in Tonga | Climate News | WION",3:07,488K,5 months ago,150,488000.0,3253.0
947,Five people get killed in Kabul airport amid massive exodus | Afghanistan News | Latest Updates,9:49,488K,10 months ago,300,488000.0,1627.0
948,Gravitas: Explained: India's Mastercard Ban,3:11,488K,11 months ago,330,488000.0,1479.0
949,Gravitas: Meet the deepfake presidents of the Ukraine war,5:35,487K,3 months ago,90,487000.0,5411.0
950,"35 Chinese troops dead in clash with Indian Army, says US Intelligence",3:30,487K,2 years ago,720,487000.0,676.0
951,Gravitas: China's economy has shrunk for the first time in decades,5:18,487K,2 years ago,720,487000.0,676.0
952,Gravitas: China sued for Coronavirus Outbreak,3:48,487K,2 years ago,720,487000.0,676.0
953,Gravitas: The fall of Panjshir has Pakistan written all over it,5:27,487K,9 months ago,270,487000.0,1804.0
954,Gravitas: India's remote island base in the Indian Ocean,6:36,486K,1 year ago,360,486000.0,1350.0
955,Gravitas: 5 weaknesses plaguing the People's Liberation Army,6:04,486K,2 years ago,720,486000.0,675.0
956,Gravitas: Russia praises India's neutrality on Ukraine,5:51,486K,2 months ago,60,486000.0,8100.0
957,Gravitas: Is Nepal going the Sri Lanka way?,5:25,486K,1 month ago,30,486000.0,16200.0
